CODM;RAZAO_SOCIAL;CNPJ;NATUREZA;COD_IES;INSTITUICAO;SIGLA;TELEGONE;SITE;EMAIL;ENDERECO;CIDADE;UF;TIPO;TIPO2;CATEGOORIA;CATEGORIA2;DATA1;CT;ANO_CT;CT_EAD;ANO_EAD;IGC;ANO2;OBS;RLEGAL;OBS3;STIUACAO
236;SOCIEDADE MINEIRA DE CULTURA;17.178.195/0001-67;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS (PUC MINAS);PUC MINAS;(31) 3319 4444 (31) 3319 4337;www.pucminas.br;progradmec@pucminas.br;Avenida Dom José Gaspar - 500 - CEP: 30535-901 - Coração Eucarístico;Belo Horizonte;MG;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;12/12/1958;5;2023;-;;4;2023;;;;Ativa
378;FUNDACAO SAO PAULO;60.990.751/0001-24;Privada sem fins lucrativos;546;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO (PUCSP);PUCSP;(11) 3670 8278 E/OU 3670 8309;www.pucsp.br;reitoria@pucsp.br, cmsouza@pucsp.br;Rua Monte Alegre - 984 - CEP: 05014-901 - Perdizes;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;05/09/1946;5;2023;5;2016;4;2023;;;;Ativa
10;ASSOCIACAO PARANAENSE DE CULTURA - APC;76.659.820/0001-51;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ (PUCPR);PUCPR;(41) 32711515;www.pucpr.br;regulacao@pucpr.brdaniele.sehli@pucpr.brdanielesehli@terra.com.brproeducacional@pucpr.br;Rua Imaculada Conceição - 1155 - CEP: 80215-901 - Prado Velho;Curitiba;PR;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;14/06/1960;5;2023;4;2013;4;2023;;;;Ativa
367;FACULDADES CATOLICAS;33.555.921/0001-70;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;528;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO (PUC-RIO);PUC-RIO;(21) 3527-1133;www.puc-rio.br;ccg528@puc-rio.br;Pontifícia Universidade Católica - PUC - 225 - CEP: 22451-900 - Gávea;Rio de Janeiro;RJ;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;30/10/1940;5;2023;4;2013;5;2023;;;;Ativa
21;UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA;88.630.413/0001-09;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL (PUCRS);PUCRS;5 133 203 500;www.pucrs.br;asplan@pucrs.br regulacao.asplan@pucrs.br;Av. Ipiranga - 6681 - CEP: 90619-900 - Partenon;Porto Alegre;RS;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;11/11/1948;5;2024;5;2022;5;2023;;;;Ativa
18337;QUALIN ENSINO SUPERIOR LTDA;43.735.811/0001-43;Privada com fins lucrativos;26859;Qualin - Faculdade de Saúde (QLN);QLN;;www.qualin.edu.br;qualin.educacional@gmail.com;Rua 15 de Novembro - 511 - CEP: 57200-000 - Centro Histórico;Penedo;AL;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;26/11/2024;4;2023;-;;-;;;;;Ativa
1431;CENTRO DE ENSINO SUPERIOR RATIO LTDA - EPP;03.529.230/0001-30;Privada com fins lucrativos;2180;RATIO - FACULDADE TEOLÓGICA E FILOSÓFICA (RATIO);RATIO;(85) 30323007;www.ratio.edu.br;secacademica@ratio.edu.brdjasaid@uol.com.brorlandoadvocacia@hotmail.com;Avenida Visconde do Rio Branco - 2.801 - CEP: 60055-171 - Joaquim Távora;Fortaleza;CE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;13/05/2002;3;2016;3;2019;2;2021;;;;Ativa
17175;CENTRO EDUCACIONAL DE ENSINO SUPERIOR DE BRASILIA;05.211.443/0001-45;Privada com fins lucrativos;2948;REAL FACULDADE DE BRASÍLIA (FU);FU;(61)9999-5585;https://www.unireal.edu.br;hyeteixeira@gmail.comgildasio@lupa-rj.com.br;Rua A - - CEP: 73366-053 - Residencial Sandray (Planaltina);Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;10/12/2018;-;;-;;3;2023;;;;Ativa
16160;PETROLEO BRASILEIRO S A PETROBRAS;33.000.167/0001-01;Privada com fins lucrativos;18880;Sistema Educacional Corporativo da Petrobras;-;;;luizflaviosl@petrobras.com.br;Rua General Canabarro - 500 - CEP: 20271-900 - Maracanã;Rio de Janeiro;RJ;Escola de Governo;Escola do Governo;Privada;Privada com fins lucrativos;09/11/2020;4;2016;-;;-;;;;;Ativa
17822;CENTRO DE ESTUDOS E TREINAMENTOS AVANCADOS EM SAUDE LTDA;25.426.659/0001-35;Privada com fins lucrativos;25444;SISTEMAS DE ENSINO EM CIÊNCIAS E TECNOLOGIAS (SECTRAS);SECTRAS;8 335 667 004;sectras.edu.br;institutosectras@hotmail.com;Avenida Ingá - 189 - CEP: 58038-251 - Manaíra;João Pessoa;PB;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;28/12/2021;3;2021;-;;-;;;;;Ativa
16148;SOBERANA FACULDADE DE SAUDE DE PETROLINA LTDA - EPP;19.265.047/0001-05;Privada com fins lucrativos;24215;Soberana Faculdade de Juiz de Fora (Soberana);Soberana;32984137480;;regulatorio.soberana@faculdadesoberana.edu.br;Avenida Barão do Rio Branco - 499 - CEP: 36045-120 - Manoel Honório;Juiz de Fora;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;20/12/2022;5;2020;-;;-;;;;;Ativa
16148;SOBERANA FACULDADE DE SAUDE DE PETROLINA LTDA - EPP;19.265.047/0001-05;Privada com fins lucrativos;18896;Soberana Faculdade de Saúde de Petrolina (SOBERANA);SOBERANA;(87) 38641668;www.faculdadesoberana.com.br;regulatoriosoberana@faculdadesoberana.edu.br;Avenida Coronel Antônio Honorato Viana - s/n - CEP: 56308-000 - Gercino Coelho;Petrolina;PE;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;23/05/2017;5;2022;5;2022;3;2023;;;;Ativa
1139;CENTRO DE ENSINO SUPERIOR STRONG;03.986.941/0001-34;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1723;STRONG BUSINESS SCHOOL;-;(11) 44336161;www.strong.com.br;esags@esags.edu.br;Avenida Industrial - 1455 - CEP: 09080-510 - Jardim;Santo André;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;22/05/2001;4;2017;4;2019;3;2023;;;;Ativa
1139;CENTRO DE ENSINO SUPERIOR STRONG;03.986.941/0001-34;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;4943;STRONG BUSINESS SCHOOL BS;-;1 321 270 003;www.strong.com.br;esagsbs@esags.edu.br;Avenida Conselheiro Nébias - 175 - CEP: 11015-001 - Paquetá;Santos;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;12/05/2008;5;2024;-;;4;2023;;;;Ativa
11784;SUSTENTARE EDUCACIONAL LTDA - EPP;07.770.193/0001-09;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;12584;SUSTENTARE ESCOLA DE NEGÓCIOS (Sustentare);Sustentare;(47) 34334950;www.sustentare.net;sustentare@sustentare.net;Rua Coronel Santiago - 400 - CEP: 89203-560 - Anita Garibaldi;Joinville;SC;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;23/03/2022;-;;4;2019;-;;;;;Ativa
16711;SVT CONSULTORES LTDA - ME;00.467.109/0001-33;Privada com fins lucrativos;22405;SVT FACULDADE DE ENSINO SUPERIOR (SVT);SVT;9832356467;svtfaculdade.edu.br;svt@svtconsultores.com.brclauciacruz@gmail.com;Avenida Castelo Branco - 605 - CEP: 65076-090 - São Francisco;São Luís;MA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;22/10/2019;4;2024;-;;-;;;;;Ativa
873;FACULDADE TREVISAN LTDA;03.195.861/0001-60;Privada com fins lucrativos;1311;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS (TREVISAN);TREVISAN;(11) 31385200;www.trevisan.edu.br;denise.lourenco@trevisan.edu.br natalia.melo@trevisan.edu.br;Av. das Nações Unidas - 14.261 - CEP: 04794-000 - Vila Gertrudes;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;24/06/1999;4;2018;5;2018;4;2023;;;Em Descredenciamento voluntário;Ativa
18171;UFAPE - CURSOS ESPECIALIZADOS LTDA;27.409.162/0001-34;Privada com fins lucrativos;26248;UFAPE INTERCURSOS (UFAPE);UFAPE;;;juridico@intercursos.com.br;Av. Nove de Julho - 3913 - CEP: 01032-001 - Jardim Paulista;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;28/02/2025;4;2024;-;;-;;;;;Ativa
1191;UNIDADE DE ENSINO SUPERIOR DO GRANDE VALE DO IGUACU SA;03.564.489/0001-12;Privada com fins lucrativos;1927;Ugv Centro Universitário;-;(42) 3522 6192;www.ugv.edu.br;pi@ugv.edu.br;Rua Rua Padre Saporitti, 717 (Uniguaçu) - 717 - CEP: 84600-904 - Nossa Senhora do Rocio;União da Vitória;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;06/08/2001;4;2018;5;2020;4;2023;;;;Ativa
1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;18651;Unama Faculdade da Amazônia de Boa Vista (UNAMA);UNAMA;(81) 3413-4611;www.mauriciodenassau.edu.br;emec@sereducacional.com;Av. Ville Roy - 1672 - CEP: 69307-725 - Caçari;Boa Vista;RR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;11/01/2017;3;2023;-;;2;2023;;;;Ativa
1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;18672;Unama Faculdade da Amazônia de Macapá;-;(81) 3413-4611;www.mauriciodenassau.edu.br;emec@sereducacional.com;Avenida Antônio Coelho de Carvalho - 1811 - CEP: 68900-015 - Central;Macapá;AP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;21/07/2017;3;2023;-;;-;;;;;Ativa
1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;18650;UNAMA FACULDADE DA AMAZÔNIA DE RIO BRANCO (FMN RIO BRANCO);FMN RIO BRANCO;(81) 3413-4611;www.mauriciodenassau.edu.br;emec@sereducacional.com;Rua Rubens Carneiro - 536 - CEP: 69918-044 - Abrão Alab;Rio Branco;AC;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;07/03/2017;4;2023;-;;2;2023;;;;Ativa
1667;UNEF UNIDADE DE ENSINO SUPERIOR DE FEIRA DE SANTANA LTDA;03.401.083/0001-19;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;2560;UNEF CENTRO UNIVERSITÁRIO (UNEF);UNEF;75 2102-9500;www.unef.edu.br;vicepresidencia@unef.edu.br;Avenida Deputado Luís Eduardo Magalhães - s/n - CEP: 44079-002 - Subaé;Feira de Santana;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;26/04/2002;5;2024;4;2016;4;2023;;;;Ativa
16468;UNETRI - UNIAO DE ENSINO DA TRIFRONTEIRA LTDA - ME;21.614.205/0001-37;Privada com fins lucrativos;20667;UNETRI FACULDADES (UNETRI);UNETRI;49 3644 2986 46 991316039;unetri.edu.br;jonas@unetri.edu.br;BR 163, KM 01 - s/n - CEP: 85700-000 - Industrial;Barracão;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;18/08/2017;4;2022;-;;3;2023;;;;Ativa
555;ASSOCIACAO EDUCACIONAL DE ENSINO SUPERIOR;56.569.197/0001-39;Privada sem fins lucrativos;1046;UNIÃO DAS FACULDADES DOS GRANDES LAGOS (UNILAGO);UNILAGO;(17) 3354 6017;www.unilago.edu.br;unilago@unilago.edu.br;Rua Eduardo Nielsen - 960 - CEP: 15030-070 - Jardim Aeroporto;São José do Rio Preto;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;10/07/1989;4;2023;4;2022;3;2023;;;;Ativa
2961;UNIAO BRASILEIRA DE FACULDADES - UNIBF;07.481.324/0001-38;Privada com fins lucrativos;4661;UNIBF CENTRO UNIVERSITÁRIO;-;(44) 3431-1212;www.unibf.com.br;faculdade@unibf.com.br;Rua Olavo Bilac - 78 - CEP: 87780-000 - Centro;Paraíso do Norte;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;05/08/2008;4;2023;4;2018;2;2023;;;;Ativa
17040;CENTRO INTEGRADO DE EDUCACAO LTDA - ME;27.069.309/0001-94;Privada com fins lucrativos;22975;UNICORP FACULDADES (UNICORP);UNICORP;8 330 349 720;www.unicorpfaculdades.edu.br;secretaria@unicorpfaculdades.edu.br;Rua João Amorim - 256 - CEP: 58013-310 - Centro;João Pessoa;PB;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;15/01/2020;4;2024;4;2021;-;;;;;Ativa
17566;UNIMT FACULDADES INTEGRADAS LTDA;35.170.333/0001-43;Privada com fins lucrativos;26858;UNIMT FACULDADES INTEGRADAS (UNIMT);UNIMT;;;luna.educamp@gmail.com;Avenida Planalto, nº 2955 - Setor Universitário, Água Boa - 2955 - CEP: 78635-000 - Cidade Universitária;Água Boa;MT;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;18/08/2023;4;2022;-;;-;;;;;Ativa
14626;FUNDACAO UNIVERSIDADE ALTO VALE DO RIO DO PEIXE - FUNIARP;82.798.828/0001-00;Privada sem fins lucrativos;15032;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE (UNIARP);UNIARP;4935616200;www.uniarp.edu.br;presidente@uniarp.edu.brmayne@uniarp.edu.br;Rua Victor Baptista Adami - 800 - CEP: 89500-199 - Centro;Caçador;SC;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;27/03/2017;-;;4;2015;4;2023;;;;Ativa
1204;PITAGORAS SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE S.A.;03.239.470/0001-09;Privada com fins lucrativos;671;UNIVERSIDADE ANHANGUERA (UNIDERP);UNIDERP;(67) 3348-8000;;ddi@kroton.com.br katia.parreiras@kroton.com.br;Rua Ceará - 333 - CEP: 79003-010 - Miguel Couto;Campo Grande;MS;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;06/09/1976;3;2009;4;2022;3;2023;;;Unificação de Mantidas;Ativa
321;ISCP - SOCIEDADE EDUCACIONAL LTDA.;62.596.408/0001-25;Privada com fins lucrativos;466;UNIVERSIDADE ANHEMBI MORUMBI (UAM);UAM;(11) 3293-1709;www.anhembi.br;regulatorio@animaeducacao.com.br;Rua Dr. Almeida Lima - 1124 e 1134 - CEP: 03164-000 - Brás;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;18/02/1972;5;2023;4;2017;3;2023;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar;Ativa
16878;CEISP SERVICOS EDUCACIONAIS LTDA;09.099.207/0001-30;Privada com fins lucrativos;319;UNIVERSIDADE BRASIL (UB);UB;11913728485;http://ub.edu.br;paulo.bernardo@ub.edu.br;Rua Carolina Fonseca - 584 - CEP: 08230-030 - ITAQUERA;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;16/06/1989;5;2022;4;2020;3;2023;;;;Ativa
134;ASSOCIACAO SOCIEDADE BRASILEIRA DE INSTRUCAO - EM RECUPERACAO JUDICIAL;33.646.001/0001-67;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1153;UNIVERSIDADE CÂNDIDO MENDES (UCAM);UCAM;(21) 3543-6401 (21) 3543-6500;https://www.candidomendes.edu.br/;educacionaldirecao@gmail.comprocuradoriainstitucional@candidomendes.edu.br;Rua da Assembléia - 10 - CEP: 20011-901 - Centro;Rio de Janeiro;RJ;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;25/11/1997;4;2012;4;2019;3;2023;;;;Ativa
129;CENTRO EDUCACIONAL DE REALENGO;42.265.413/0001-48;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;176;UNIVERSIDADE CASTELO BRANCO (UCB);UCB;(21) 3216 7700;www.castelobranco.br;amiltondonascimento@gmail.comamilton@castelobranco.br;Avenida Santa Cruz - 1631 - CEP: 21710-250 - Realengo;Rio de Janeiro;RJ;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;30/12/1994;4;2017;3;2017;3;2023;;;;Ativa
278;UNIAO BRASILEIRA DE EDUCACAO CATOLICA;00.331.801/0001-30;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;403;UNIVERSIDADE CATÓLICA DE BRASÍLIA (UCB);UCB;(61) 33569000;www.ucb.br;reitoria@ucb.brnaiara.ns@hotmail.comnaiaras@ucb.beducacaosuperior@ubec.edu.br;QS 07, EPCT - LOTE 01 - CEP: 71966-900 - Areal (Águas Claras);Brasília;DF;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;12/03/1974;5;2023;3;2013;4;2023;;;;Ativa
18;ASSOCIACAO PELOTENSE DE ASSISTENCIA E CULTURA;92.238.914/0001-03;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18;UNIVERSIDADE CATÓLICA DE PELOTAS (UCPEL);UCPEL;(53)21288220;www.ucpel.edu.br;reitoria@ucpel.edu.br;Rua Félix da Cunha - 412 - CEP: 96010-000 - Centro;Pelotas;RS;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;12/11/1960;5;2025;4;2015;4;2023;;;Adesão ao PROIES;Ativa
14;ASSOCIACAO ANTONIO VIEIRA;92.959.006/0001-09;Privada sem fins lucrativos;11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO (UNICAP);UNICAP;(81) 2119 4011 (81) 2119 4206;www.unicap.br;pedro.rubens@unicap.br;Rua do Príncipe - 526 - CEP: 50050-900 - Boa Vista;Recife;PE;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;31/03/1943;5;2018;5;2016;3;2023;;;;Ativa
15046;ASSOCIACAO FACULDADES CATOLICAS PETROPOLITANAS;03.108.082/0001-80;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS (UCP);UCP;(24) 2244 4061;www.ucp.br;proacad@ucp.brsandra.motta@ucp.br;Rua Benjamin Constant - 213 - CEP: 25610-130 - Centro;Petrópolis;RJ;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;21/12/1961;4;2024;4;2022;4;2023;;;;Ativa
165;SOCIEDADE VISCONDE DE S LEOPOLDO;58.191.008/0001-62;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;227;UNIVERSIDADE CATÓLICA DE SANTOS (UNISANTOS);UNISANTOS;(13) 3205-5555;www.unisantos.br;lourenco@unisantos.br;Avenida Conselheiro Nébias - 300 - CEP: 11015-002 - Vila Mathias;Santos;SP;Universidade;EAD - Superior / EAD - Lato-sensu / Presencial - Superior /;Privada;Privada sem fins lucrativos;07/02/1986;4;2025;4;2019;4;2023;;;;Ativa
270;MISSAO SALESIANA DE MATO GROSSO;03.226.149/0001-81;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;387;UNIVERSIDADE CATÓLICA DOM BOSCO (UCDB);UCDB;(67) 3312 3339 (67) 3312 - 3300;www.ucdb.br;progex@ucdb.br;Avenida Tamandaré - 6000 - CEP: 79117-900 - Jardim Seminário;Campo Grande;MS;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;24/11/1961;5;2023;4;2013;4;2023;;;;Ativa
360;ASSOCIACAO UNIVERSITARIA E CULTURAL DA BAHIA;13.970.322/0001-05;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;519;UNIVERSIDADE CATÓLICA DO SALVADOR (UCSAL);UCSAL;(71) 32067988;www.ucsal.br;reitoria@ucsal.br;Avenida Professor Pinto de Aguiar - 2589 - CEP: 41740-090 - Pituaçu;Salvador;BA;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;19/10/1961;5;2023;4;2018;4;2023;;;;Ativa
560;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;79.265.617/0001-99;Privada com fins lucrativos;1196;UNIVERSIDADE CESUMAR (UNICESUMAR);UNICESUMAR;(44) 3027 6360 - RAMAL 1109;www.unicesumar.edu.br;normas@unicesumar.edu.brfabiana.nsilva@vitru.com.br;Avenida Guedner - 1610 - CEP: 87050-390 - Jardim Aclimação;Maringá;PR;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;06/12/1989;5;2019;5;2023;3;2023;;;;Ativa
2559;CEUMA-ASSOCIACAO DE ENSINO SUPERIOR;23.689.763/0001-97;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;823;UNIVERSIDADE CEUMA (UNICEUMA);UNICEUMA;(98)3214 4277;www.ceuma.br;ntae@ceuma.br;Rua Josue Montello - 01 - CEP: 65075-120 - Renascença II;São Luís;MA;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;10/06/1992;5;2025;5;2023;3;2023;;;;Ativa
290;SECID - SOCIEDADE EDUCACIONAL CIDADE DE SAO PAULO S.A.;43.395.177/0001-47;Privada com fins lucrativos;417;UNIVERSIDADE CIDADE DE SÃO PAULO (UNICID);UNICID;(11) 2178-1428;www.unicid.edu.br;reitoria@unicid.edu.br;Rua Cesário Galero - 448/475 - CEP: 03071-000 - Tatuapé;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;30/05/1972;5;2023;4;2023;3;2023;;;;Ativa
2012;FUNDACAO UNIVERSITARIA DO DESENVOLVIMENTO DO OESTE;82.804.642/0001-08;Privada sem fins lucrativos;3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ (UNOCHAPECÓ);UNOCHAPECÓ;(49) 3321 8233;www.unochapeco.edu.br;reitoria@unochapeco.edu.br;Avenida Senador Attílio Fontana - 591 - CEP: 89809-000 - EFAPI;Chapecó;SC;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;04/07/1970;5;2017;4;2022;4;2023;;;;Ativa
16874;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;34.028.316/0001-03;Empresa Pública;22419;Universidade Corporativa dos Correios;-;;;;SCEN Trecho 2, Lote 4, Via L4 Norte - s/n - CEP: 70800-900 - Asa Norte;Brasília;DF;Escola de Governo;Escola do Governo;Privada;Pública Federal;19/09/2024;4;2021;-;;-;;;;;Ativa
159;CRUZEIRO DO SUL EDUCACIONAL S.A.;62.984.091/0001-02;Privada com fins lucrativos;221;UNIVERSIDADE CRUZEIRO DO SUL (UNICSUL);UNICSUL;(11) 2037-5819;www.cruzeirodosul.edu.br;reitoria@cruzeirodosul.edu.br;Avenida Doutor Ussiel Cirilo - 111 a 213 - CEP: 08060-070 - Vila Jacuí;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;25/06/1993;5;2022;5;2019;3;2023;;;;Ativa
2447;INSTITUTO CAMPINENSE DE ENSINO SUPERIOR LTDA;05.933.016/0001-70;Privada com fins lucrativos;383;UNIVERSIDADE DA AMAZÔNIA (UNAMA);UNAMA;(81) 3413-4611;www.unama.br;emec@sereducacional.com;Avenida Alcindo Cacela - 287 - CEP: 66060-902 - Umarizal;Belém;PA;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;20/06/1974;5;2023;5;2017;3;2023;;;Unificação de Mantidas;Ativa
16658;UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;12.397.930/0001-00;Pessoa Jurídica de Direito Público - Federal;15497;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB);UNILAB;(85) 3332 1410;www.unilab.edu.br;chefiadegabinete@unilab.edu.br;Av. da Abolição - 03 - CEP: 62790-000 - Centro;Redenção;CE;Universidade;EAD - Superior / Presencial - Superior /;Publica;Pública Federal;21/07/2010;4;2017;5;2022;4;2023;;;;Ativa
65;FUNDACAO EDUCACIONAL DA REGIAO DE JOINVILLE;84.714.682/0001-94;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;81;UNIVERSIDADE DA REGIÃO DE JOINVILLE (UNIVILLE);UNIVILLE;(47) 3461 9000;www.univille.edu.br;reitoria@univille.br;Rua Paulo Malschitzki - 10 - CEP: 89219-710 - Campus Universitário - Zona Industrial;Joinville;SC;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;17/07/1967;4;2019;4;2017;4;2023;;;;Ativa
88;ASSOCIACAO SAO BENTO DE ENSINO;43.969.732/0001-05;Privada sem fins lucrativos;124;UNIVERSIDADE DE ARARAQUARA (UNIARA);UNIARA;16- 3301-7100;www.uniara.com.br;uniara@uniara.com.br;Rua Voluntários da Pátria - 1309 - CEP: 14801-320 - Centro;Araraquara;SP;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;14/08/1968;4;2015;4;2023;3;2023;;;;Ativa
2;FUNDACAO UNIVERSIDADE DE BRASILIA;00.038.174/0001-43;Pessoa Jurídica de Direito Público - Federal;2;UNIVERSIDADE DE BRASÍLIA (UNB);UNB;(61)3107-0254;www.unb.br;unb@unb.br;Campus Universitário Darcy Ribeiro - s/n - CEP: 70910-900 - Asa Norte;Brasília;DF;Universidade;EAD - Superior / Presencial - Superior /;Publica;Pública Federal;16/01/1962;5;2020;5;2023;5;2023;;;;Ativa
