NOME-INSTITUICAO-EMPRESA,QUANTIDADE
CENTRO DE ESPECIALIDADES ODONTOLOGICAS,1
CLINICA VETERINARIA MALUCAO LTDA ME,1
COLEGIO ESTADUAL CORONEL JOSE ROSA DA SILVA,1
FACULDADE SANTA CASA,1
UNICESUMAR CAMPUS PONTA GROSSA,1
CENTRO DE ENSINO E PESQUISA APLICADA,1
"CENTRO PAULA SOUZA, FACULDADE DE TECNOLOGIA DE BAURU",1
INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS (BIO-MANGUINHOS)/ FIOCRUZ,1
FACULDADE DE TECNOLOGIA  TERMOMECANICA,1
PREFEITURA MUNICIPAL DE ALAGOINHAS,1
HOSPITAL UNIVERSITARIO POLYDORO ERNANI DE SAO THIAGO DA UFSC,1
PRAXIS ODONTOLOGIA E TREINAMENTOS LTDA,1
"FUNDACAO OSWALDO CRUZ, INSTITUTO GONCALO MUNIZ",1
FACULDADE BRASIL CENTRAL,1
CLAM MEIO AMBIENTE,1
ASSOCIACAO ESCOLA DA CIDADE ARQUITETURA E URBANISMO,1
INSTITUTO FEDERAL DE CIENCIA E TECNOLOGIA DO PARA,1
"UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA, DEPARTAMENTO DE QUIMICA E EXATA",1
PREFEITURA MUNICIPAL DE VERE,1
INSTITUTO FEDERAL DO PARANA CAMPUS LONDRINA,1
SENAI,1
R&B ENGENHARIA E ARQUITETURA LTDA.,1
QUICA DESIGN PRODUCOES 3D,1
MSERVICE,1
APPTO ASSESSORIA ESPORTIVA LTDA - ME,1
FACULDADE DE SAO BASILIO MAGNO FASBAM - STUDIUM OSBM,1
BELCHER FARMACEUTICA DO BRASIL,1
MUNICIPIO DE MACEIO,1
IMAGEPAT LABORATORIO DE ANATOMIA PATOLOGICA,1
ESCOLA ESTADUAL PROFESSOR SAMUEL JOAO DE DEUS,1
CENTRO DE PESQUISA LEONIDAS E MARIA DEANE,1
HOSPITAL UNIVERSTARIO UNIVERSIDADE FEDERAL DE SANTA MARIA,1
BORSARI ENGENHARIA E MEIO AMBIENTE,1
FUNDACAO DE APOIO A PESQUISA - FAP UNIFESP,1
NANJING UNIVERSITY OF INFORMATION SCIENCE AND TECHNOLOGY,1
HEBREW UNIVERSITY OF JERUSALEM,1
FUNGI NORDESTE BIOTECNOLOGIA,1
UNVERSIDADE FEDERAL FLUMINENSE FACULDADE DE DIREITO,1
"FACULDADE EDUCACIONAL DA LAPA FAEL, BRASIL",1
CERTAJA ENERGIA,1
SAKUMA DENTAL CLINIC,1
"UNIVERSIDADE DO ESTADO DE SANTA CATARINA, UDESC",1
BANCO DO BRASIL S.A,1
FACULDADE DE VETERINARIA - UFF,1
INSTITUTO DE EDUCACAO E PESQUISA HOSPITAL MOINHOS DE VENTO,1
GC SERVICOS DE DESENHO LTDA,1
FREELANCE,1
SECRETARIA MUNICIPAL DE CULTURA DO RIO DE JANEIRO,1
CENTRO NEUROCIRURGICO DR ROGERIO AIRES,1
INSTITUTO PERIOIMPLANTAR - ODONTOLOGIA ESPECIALIZADA,1
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA - CAMPUS OURO PRETO",1
UNIVERSIDADE DE SAO PAULO - INSTITUTO DO CANCER DO ESTADO DE SAO PAULO,1
AS SOLUCOES EMPRESARIAIS SUSTENTAVEIS,1
UNIVERSIDADE PUNGUE - MOCAMBIQUE,1
CENTRO UNIVERSITARIO MAURICIO DE NASSAU - CACOAL - RO,1
CESCON BARRIEU ADVOGADOS,1
UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA - CENTRO DE CIENCIAS DA SAUDE,1
ROBERTA SOARES DA SILVA - ADVOGADOS E ASSOCIADOS,1
FUNDACAO ANTONIO E HELENA ZERRENER,1
SISTEMA JANGADEIRO DE COMUNICACAO,1
LABORATORIO BACCHI/CONSULTORIA EM PATOLOGIA,1
FACULDADE DRUMMOND,1
MENDONCA CONTABILIDADE LTDA,1
MIRA ADVOGADOS ASSOCIADOS,1
"UNIVERSIDADE DE SAO PAULO, INSTITUTO DE CIENCIAS MATEMATICAS E DE COMPUTAC",1
FACULDADE DE ODONTOLOGIA UNIVERSIDADE DE SAO PAULO,1
VAVILOV STATE OPTICAL INSTITUTE,1
CENTRO DE INOVACAO E TECNOLOGIA - SENAI,1
RADAZ INDUSTRIA E COMERCIO DE PRODUTOS ELETRONICOS SA,1
ESCOLA DE QUIMICA DA UFRJ,1
EDUCANDARIO ESTRELAS DO FUTURO,1
MUSEU DE SANTO ANDRE DR. OCTAVIANO ARMANDO GAIARSA,1
SANCE CLINIQUE,1
FACULDADE DE MEDCINA DE RIBEIRAO PRETO -USP,1
BIOALLERGY - PESQUISA E INOVACAO EM IMUNOTERAPUA,1
DEFENSORIA PUBLICA,1
SILVA&NODAL TRADUCOES E SERVICOS,1
EMATER/ASCAR-RS,1
"BERNARDINI, MARTINS & FERRAZ - SOCIEDADE DE ADVOGADOS",1
DRA LEILA FREIRE CIRURGIA DA FACE,1
CENTRO NACIONAL DE MANDIOCA E FRUTICULTURA,1
FUNDACAO DE ASSISTENCIA SOCIAL,1
CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,1
ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GENERAL ANTONIO DE SAMPAIO,1
CENTRO MEDICO SAO JOSE,1
INSTITUTO MS AGRO,1
INSTITUTO DE ECONOMIA / UFRJ,1
"EMPRESA DE PESQUISA, TECNOLOGIA E SERVICOS DA UNIVERSIDADE DE TAUBATE",1
JAMIL NASCIMENTO ADVOGADOS ASSOCIADOS,1
PEROLEO BRASILEIRO S.A.,1
"UNIVERSIDADE FEDERAL DE SANTA MARIA , NEPRADE",1
CLINICA LIVIDI,1
FACULTAD DE MEDICINA - CENTRO FONDAP DE ESTUDIOS MOLECULARES DE LA CELULA,1
SENAI - CAMPUS INTEGRADO DE MANUFATURA E TECNOLOGIA,1
FACULDADE DE MEDICINA DE UNIVERSIDADE DE SAO PAULO,1
SECRETARIA MUNICIPAL DE EDUCACAO - SJRP,1
BLUE MARBLE SPACE INSTITUTE OF SCIENCE,1
FUNDACAO DE HEMATOLOGIA E HEMOTERAPIA DA BAHIA,1
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO - MUSEU NACIONAL,1
DEFENSORIA PUBLICA DO ESTADO DO ACRE,1
DR. EDMIR FRAGA,1
CENTRO DE FISIOTERAPIA E TERAPIAS INTEGRADAS,1
FUNDACAO DE APOIO A UNIVERSIDADE DE SAO PAULO,1
SECRETARIA MUNICIPAL DE SAUDE DE ELDORADO DO SUL,1
FGV-EAESP,1
OSAKA UNIVERSITY,1
CENTRO SOCIOEDUCATIVO DE SETE LAGOAS,1
AUDENCIA NANTES,1
CLINICA CONCON - GRUPO DE CIRURGIA BARIATRICA DE VALINHOS,1
UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO (IBILCE),1
FUNDACAO ESPIRITO-SANTENSE DE TECNOLOGIA - FEST,1
"ENFERMEIRA, UNIDADE BASICA DE SAUDE MARACANA",1
CENTRO DE ESTUDOS E APERFEICOAMENTO EM ODONTOLOGIA,1
"ESCOLA DE EDUCACAO FISICA, FISIOTERAPIA E TERAPIA OCUPACIONAL",1
INSTITUTO FEDERAL DE EDUCACAO DO RIO GRANDE DO NORTE,1
"FUNDACAO EDUCACIONAL BARRIGA VERDE, FEBAVE",1
SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL/BLUMENAU,1
SECRETARIA DE ESTADO DE SAUDE E SANEAMENTO DO ACRE,1
FACULDADE DE TECNOLOGIA DE JALES PROF JOSE CAMARGO,1
FACULDADE DE FILOSOFIA E CIENCIAS,1
ORDEM DOS ADVOGADOS DO BRASIL DE SANTA CATARINA,1
KINGSTON UNIVERSITY,1
INSTITUTO DE REABILITACAO LUCY MONTORO,1
INSITITUTO DO CORACAO DO HOSPITAL DAS CLINICAS DA FMUSP,1
UNIVERSIDADE FEDERAL DO RN,1
INSTITUTO DE INVESTIGACIONES EN BIODIVERSIDAD Y MEDIOAMBIENTE,1
UNIFESP - EPM,1
INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS - ITACOATIARA (AM),1
INSTITUTO CARLOS CHAGAS/FUNDACAO OSWALDO CRUZ,1
ZAIKU GROUP LTD,1
COMPLEXO HOSPITALAR UNIVERSITARIO EDGARD SANTOS,1
BRUNA ANDRADE ADVOCACIA,1
MOVMOV.IT(99MOTOS),1
UNESPAR CAMPUS DE CAMPO MOURAO,1
CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,1
EE PROF ATALIBA  JULIO DE OLIVEIRA,1
UNIMONTES- UNIVERSIDADE ESTADUAL DE MONTES CLAROS,1
"FACULDADE DE CIENCIAS E TECNOLOGIA - UNESP, CAMPUS DE PRESIDENTE PRUDENTE",1
UNIVERSIDADE DE SAO PAULO (CAMPUS RIBEIRAO PRETO),1
PROTECH PESQUISA E DESENVOLVIMENTO,1
UNIVERSITE LILLE NORD DE FRANCE,1
DFB & ASSOCIADOS LTDA,1
UNIVERSIDADE FEDERAL DO PARA (UFPA),1
ESCOLA SUPERIOR POLITECNICA UNINTER - ESPU,1
CENTRO DE DIAGNOSE POR IMAGEM ODONTOLOGICA,1
ESCOLA NOTRE DAME MENINO JESUS,1
COLOMBO ADVOCACIA E CONSULTORIA JURIDICA SOCIEDADE SIMPLES LTDA,1
UNIVERSIDADE PRESBISTERIANA MACKENZIE,1
INSTITUTO DE QUIMICA DA USP,1
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO CEARA (CE)- LIMOEIRO,1
PREFEITURA MUNICIPAL DA ESTANCIA CLIMATICA DE SAO BENTO DO SAPUCAI,1
SECRETARIA MUNICIPAL DE EDUCACAO - ESTEIO/RS,1
ESCOLA ESTADUAL DEPUTADO DORMEVIL FARIA,1
UNIVERSITY OF EASTERN FINLAND - KUOPIO CAMPUS,1
FUNASE,1
COLEGIO ESTADUAL ABDIAS BEZERRA,1
UNIVERSIDADE FEDERAL RURAL DE PERNANBUCO,1
INSTITUTO FILOSOFICO E TEOLOGICO DO SEMINARIO SAO JOSE DE NITEROI,1
ACRCIMADEVILA,1
ESCOLA OFFICINA DO SABER,1
ESCOLA ESTADUAL GUSTAVO PECCININI,1
UNIDAVI - UNIVERSIDADE PARA DESENVOLVIMENTO DO ALTO VALE DO ITAJAI,1
INSTITUTO DE MEDICINA E ODONTOLOGIA DA BAHIA,1
UNIVERSITY OF ADELAIDE,1
UNIVERSIDADE FEDERAL DE GOIAS - CAMPUS JATAI,1
CLINICA PADRE ALMEIDA,1
SANITA SOLUCOES LTDA,1
NEVES POSSETTI ODONTOLOGIA ESPECIALIZADA LTDA,1
INSTITUTO TECNOLOGICO DE CHASCOMUS,1
EXTREME DIGITAL SOLUTIONS,1
BEZ SERVICOS EM ENGENHARIA DE AUTOMACAO E COMERCIO DE MAQUINAS LTDA,1
USP-FZEA,1
PROGRAMA DE ESQUIZOFRENIA DA UNIVERSIDADE FEDERAL DE SAO PAULO,1
INSTITUTO TECNOLOGICO DA VALE,1
UNIVERSIDADE FEDERAL FLUMINENSE - CAMPUS RIO DAS OSTRAS,1
ADVISE,1
GABRIEL COSTA ADVOGADOS ASSOCIADOS,1
UCAM-UNIVERSIDADE CANDIDO MENDES - CAMPOS,1
PLM FIRMA DE ADVOGADOS,1
EMS,1
CHILDREN'S HEALTHWATCH/BOSTON UNIVERSITY/BOSTON MEDICAL CENTER,1
IFB CAMPUS CEILANDIA,1
HISTORIA LICENCIATURA PLENA,1
INTERNATIONAL BABY FOOD ACTION NETWORK,1
UFSM CAMPUS DE FREDERICO WESTPHALEN,1
FUNDACAO CHAMPALIMAUD,1
MEDICOS DE OLHOS S/A,1
CENTRO NACIONAL DE PESQUISAS PARA A CONSERVACAO DOS PREDADORES NATURAIS,1
UNIVERSDADE FEDERAL DE GOIAS,1
INSTITUTO FEDERAL DE EDUCACAO CEARA - CAMPUS DE MARACANAU,1
CLUB ATHLETICO PAULISTANO,1
HOSPITAL GERAL DE FORTALEZA (HGF/SESA),1
ESCRITORIO REGIONAL CAMPINAS - SEBRAE SP,1
INSTITUTO OLHAR,1
SECRETARIA MUNICIPAL DE EDUCACAO - ARACI-BA,1
FACULDADE DE TECNOLOGIA DE ESPORTES,1
"IBILCE-INSTITUTO DE BIOCIENCIAS, LETRAS E CIENCIAS EXATAS-UNESP",1
CENTRO UNIVERSITARIO DE GOIATUBA - UNICERRADO,1
CENTRO DE INOVACAO E TECNOLOGIA - CIT - SENAI,1
IFCE - CAMPUS TABULEIRO DO NORTE,1
INSTITUTO MARIA SCMITT,1
WHIRLPOOL S/A,1
SECRETARIA MUNICIPAL DE SAUDE DE PORTO ALEGRE,1
"SUPERINTENDENCIA FEDERAL DE AGRICULTURA, PECUARIA E ABASTECIMENTO NO AMAPA",1
INSTITUTO FEDERAL FLUMINENSE - CAMPUS QUISSAMA,1
FASUL - FACULDADE SUL BRASIL,1
UNESPAR-CAMPUS PARANAVAI,1
FACULDADE DE MEDICINA - ABC,1
UNVERSIDADE ESTADUAL DO CEARA,1
"SAULO LUCIO DANTAS, SOCIEDADE UNIPESSOAL DE ADVOCACIA",1
CENTRE D'ETUDES SUD-ASIATIQUES ET HIMALAYENNES,1
DE PAULA MACHADO ADVOGADOS ASSOCIADOS,1
ASSOCIACAO PAULISTA DE CIRURGIOES DENTISTA,1
ATENTO,1
UNIVERSIDADE FEDERAL DE  ALFENAS,1
CONSTRUTORA CLAUDIO THOME,1
COLEGIO ESTADUAL EDVALDO FLORES,1
UNIVERSIDADE LUTERANA DO BRASIL-SANTAREM,1
ASSOCIACAO BRASILEIRA DE MEDICINA VETERINARIA INTEGRATIVA,1
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MINAS GERAIS (MG)",1
FACULDADE MARECHAL RONDON - FARON,1
FACULDADE DE TECNOLOGIA DE MATAO - LUIZ MARCHESAN,1
COLEGIO ESTADUAL JARDIM BALNEARIO MEIA PONTE,1
ONCODERMA,1
UNIARAGUAIA,1
UNIVERSIDADE FEDERAL DO MATO GROSSO - CAMPUS SINOP,1
COLEGIO ESTADUAL LEONOR TELES DE MENEZES,1
10 COORDENADORIA REGIONAL DE EDUCA;AO,1
C3 AMBIENTAL LTDA,1
UNIVERSIDADE DO ESTADO DE MATO GROSSO - CAMPUS DE TANGARA DA SERRA,1
ESCOLA MUNCICIPAL LACERDA DE AGUIAR,1
EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DO PARA,1
RS EDUCACAO TECNOATIVA,1
INSTITUTO DE EDUCACAO MATILDE MARGON VAZ,1
CASA DA MEDICINA PUC-RJ,1
COLEGIO DA POLICIA MILITAR - ALFREDO VIANNA - JUAZEIRO,1
SECRETARIA DE CULTURA E ECONOMIA CRIATIVA DO GOVERNO DE SAO PAULO,1
EMEF WENCESLAU FONTOURA,1
ESCOLA MUNICIPAL ASSISTENCIA SOCIAL SAO JOSE,1
ESTACIO DE SA DE OURINHOS,1
TECNOPUC,1
CURSO RIO VERDE PORTUGUES,1
FACULDADE DE ODONTOLOGIA DE PERNAMBUCO / UNIVERSIDADE DE PERNAMBUCO,1
THE CHILDRENS'S HOSPITAL OF PHILADELPHIA,1
INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA BLUMENAU,1
FACULDADE  DE TECNOLOGIA  MOCOCA,1
INIA LA ESTANZUELA,1
FRAUNHOFER INSTITUTE FOR CELL THERAPY AND IMMUNOLOGY,1
MASSACHUSETTS GENERAL HOSPITAL/HARVARD MEDICAL SCHOOL,1
INSTITUTO DO CANCER DO ESTADO DE SAO PAULO OTAVIO FRIAS DE OLIVEIRA,1
PREFEITURA MUNICIPAL DE ITAPIUNA,1
SECRETARIA DO MEIO AMBIENTE DE SAO PAULO,1
CAMARA MUNICIPAL DE VEREADORES DE GRAVATAI,1
CLINICA PAULISTA DE NEUROCIRURGIA ONCOLOGICA LTDA,1
SEMIOCROP,1
"SECRETARIA DE EDUCACAO, CIENCIA E TECNOLOGIA DO ESTADO DA PARAIBA",1
AMGEN INC.,1
MASSEY UNIVERSITY - MAIN CAMPUS,1
UNIVERSIDADE FEDERAL DE MINAS GERASIS,1
UNIVERSIDADE FEDERAL DE MINAS GERAIS - INSTITUTO DE CIENCIAS AGRARIAS,1
HENRIQUE MISSAU RUVIARO - ADVOGADO,1
SERVICO DE ATENDIMENTO A REDE DE ESCOLARIZACAO HOSPITALAR,1
"SEC. DE ESTADO DE HABITACAO, REGULARIZACA E DESENVOLVIMENTO URBANO",1
ATUALLE ODONTOLOGIA,1
ETEC ZONA LESTE,1
ASSOCIACAO EXPERIMENTAL DE MIDIA COMUNITARIA,1
POLO DE APOIO PRESENCIAL UAB MARCELINO VIEIRA,1
BIOSOLVIT,1
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA - CAMPUS CASTANHAL",1
MUSEU NACIONAL - URFJ,1
CENTRO DE DESENVOLVIMENTO PROFISSIONAL,1
CENTRO UNIVERSITARIO PIAGET,1
COLEGIO DA POLICIA MILITAR DO ESTADO DE GOIAS,1
E.E.F. LUIZ BEZERRA DE PAULA,1
UNIVERSADADE FEDERAL DO PARA,1
DEPARTAMENTO DE GEOGRAFIA - UFRJ,1
NEW STATION,1
ESNEC-UNIVERSIDADE EDUARDO MONDLANE,1
COLEGIO RECREAR LTDA,1
DEPTO HIST - IFCH,1
ACKF PROFISSIONAL EDUCACIONAL,1
SINGULAR PSIQUIATRIA E NEUROMODULACAO,1
NISUS INOVACAO E TECNOLOGIAS AGROAMBIENTAIS,1
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA GOIANO - CAMPUS URUTAI,",1
CASTRO E CASTRO ADVOGADOS ASSOCIADOS,1
BASE AEREA DE MANAUS,1
CENTRO DE TECNOLOGIA DE RECURSOS MINERALES Y CERAMICA,1
CLINICA ORTOPEDICA JUNDIAI,1
UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO - INSTITUTO MULTIDISCIPLINAR,1
SECRETARIA ESTADUAL DE SEGURANCA PUBLICA,1
NAYANE NASCIMENTO ADVOCACIA,1
IFMG - CAMPUS BAMBUI,1
SECRETARIA MUNICIPAL DE EDUCACAO DO MUNICIPIO DE POCONE-MT,1
PREFEITURA MUNICIPAL DE SAO JOSE DA COROA GRANDE - PE,1
FUNDACAO PROF. EIDORFE MOREIRA - ESCOLA BOSQUE,1
SECRETARIA DA JUSTICA E DO DESENVOLVIMENTO SOCIAL,1
INSITUTO CARLOS CHAGAS- FIOCRUZ/PR,1
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO, CAMPUS PR",1
SECRETARIA MUNICIPAL DE EDUCACAO DE PACO DO LUMIAR,1
INSTITUTO OURO VERDE,1
ECEL CORRETORA DE SEGUROS,1
ADVOCACIA PRIVADA,1
COLEGIO PADRE JOAO BAGOZZI,1
SERVICO GEOLOGICO DO BRASIL (CPRM),1
LABORATORIO DE HIDROBIOLOGIA,1
FURNAS CENTRAIS ELETRICAS S/A,1
WATERS TECHNOLOGIES DO BRASIL (SP),1
SEBL,1
PREFEITURA MUNICIPAL DE FRANCISCO BELTRAO,1
UNIVERSITY OF REGINA,1
UNIVERSIDADE DO OESTE DE SANTA CATARINA - UNOESC C. DE XANXERE,1
CARTORIO NOSSA SENHORA DAS GRACAS - BONITO DE SANTA FE,1
COMPANHIA DO METROPOLITANO DE SAO PAULO,1
GASTROMED INSTITUTO ZILBERSTEIN,1
INSTITUTO NORDESTE CIDADANIA,1
ADVOCACIA RODRIGUES DO AMARAL,1
FACULDADE DE EDUCACAO SUPERIOR DE PERNAMBUCO,1
ESCOLA MUNICIPAL MERCIA CARDOSO COIMBRA,1
LEONEL FERREIRA SERVICOS PERICIAIS LTDA,1
UNIVERSIDADE SAVE EXTENSAO DE MASSINGA,1
PREFEITURA MUNICIPAL DE PARACURU,1
PREFEITURA MUNICIPAL DE VARZEA PAULISTA,1
INSTITUTO DO CORACAO HOSPITAL DAS CLINICAS FMUSP,1
UNEMAT-TANGARA DA SERRA,1
ESCOLA BRASILEIRA DE MEDICINA CHINESA,1
INSTITUTO FEDERAL DO MARANHAO - CAMPUS PINHEIRO,1
IFPE - CAMPUS IPOJUCA,1
PORTAL DE TENDENCIAS,1
ROCHA PEREIRA ODONTOLOGIA SRL,1
NUCLEO DE ALTO RENDIMENTO ESPORTIVO,1
IFPE-CAMPUS RECIFE,1
INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA,1
IESP-UERJ,1
CENTRO DE ENSINO SUPERIOR PIAUIENSE,1
SECRETARIA MUNICIPAL DE SAUDE DE NATAL,1
INSTITUTO DE PESQUISA PARA O DESENVOLVIMENTO,1
"SOUZA, FERREIRA & NOVAES",1
UNINOVE BAURU,1
EMPRESA BRASILEIRA  DE SERVICOS HOSPITALARES,1
SECRETARIA DE ESTADO DA SAUDE DO RIO GRANDE DO SUL,1
UNIGUACU - FACULDADE DE SAO MIGUEL DO IGUACU,1
FACULTY OF ODONTOLOGY,1
NAGASAKI UNIVERSITY,1
CENTRO DE ESTUDOS SUPERIORES DE PARINTINS-UEA,1
COLEGIO ESTADUAL DA COLONIA MURICI,1
INSTITUTO DE CARDIOLOGIA/FUNDACAO UNIVERSITARIA DE CARDIOLOGIA,1
ATELIER SOLAIRE,1
PROCURADORIA REGIONAL DO TRABALHO DA 21A REGIAO,1
ALQUEMILA COMERCIO DE MEDICAMENTOS LTDA,1
NEOGENE,1
CONRADO PAULINO DA ROSA ADVOCACIA DE FAMILIA E SUCESSOES,1
INSTITUTO SUPERIOR DE EDUCACAO VERDE NORTE,1
TANNUS SOCIEDADE DE ADVOGADOS,1
COMPLIAN CE CGE CONTABILIDADE E TREINAMENTOS,1
CENTRO DE EDUCACAO DE JOVENS E ADULTOS,1
INSTITUTO DE PESQUISA EM BIOENERGIA-IPBEN-UNESP,1
"FACULDADE DE ECONOMIA, ADMINISTRACAO E CONTABILIDADE - USP (RP)",1
UNESPAR - EMBAP - ESCOLA DE MUSICA E BELAS ARTES DO PARANA,1
MICROBIOLOGICA-QUIMICA E FARMACEUTICA LTDA,1
ASSOCIACAO CANDIDO MENDES DE ENSINO E PESQUISA,1
ASSOCIACAO MUSEU DE ARTE SACRA DE SAO PAULO,1
CONSULTOR INDEPENDENTE,1
LIV ODONTOLOGIA,1
FUNDACAO DE ATENDIMENTO SOCIO-EDUCATIVO DO RIO GRANDE DO SUL,1
"SECRETARIA DE ESTADO DA EDUCACAO, ESPORTE E CULTURA",1
CONSULTA PARTICULAR,1
RECOMBINE BIOTECH,1
IFCE_CAMPUS LIMOEIRO DO NORTE,1
HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA UNIVERSIDADE DE SAO PAUL,1
FLORESTAL ALTO URUGUAI LTDA.,1
CENTRO NACIONAL DE PESQUISA EM AGROENERGIA - EMBRAPA AGROENERGIA,1
HOSPITAL DE CLINICAS DA UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,1
CENTRO UNIVERSITARIO LUTERANO DE MANAUS - ULBRA MANAUS,1
HOSPITAL DAS CLINICAS - UFMG,1
HOSPITAL PRO-CARDIACO,1
PREFEITURA MUNICIPAL DE ANTONIO PRADO,1
PREFEITURA MUNICIPAL DE CONCEICAO,1
CENTRO UNIVERSITARIO TIRADENTES.,1
MATERNIDADE ESCOLA JANUARIO CICCO/UFRN,1
SOTTO ARQUITETURA,1
UNIVERSIDAD LIBRE COLOMBIA,1
FACULDADE DE TECNOLOGIA DE ITAQUERA - PROF. MIGUEL REALE,1
OTORRINO BRASILIA,1
"FERREIRA CABRAL, RAGUZA, MONTEIRO E PATAH SOCIEDADE DE ADVOGADOS",1
"INSTITUTO SUPERIOR DE AGRONOMIA, UNIVERSIDADE TECNICA DE LISBOA",1
OFICIAL DE REGISTRO DE IMOVEIS DE GOINAPOLIS/GO,1
ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MEDIO PRESIDENTE LUEBKE,1
INSTITUTO DE PSICOLOGIA E CONTROLE DO STRESS,1
CANI ALCANTARA TEIXEIRA ZIELINSKI OLSEN ADVOCACIA,1
COOPERATIVA AGRO INDUSTRIAL ALEGRETE,1
BO DESIGN,1
NUCLEO DE ATENDIMENTO PEDAGOGICO ESPECIALIZADO,1
CLINORTO ORTOPEDIA E TRAUMATOLOGIA,1
BRAZILIAN NANO FEED PESQUISA E DESENVOLVIMENTO DE ADITIVOS LTDA,1
"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E DESPORTO",1
PBH ATIVOS S.A.,1
CLINICA UDE,1
LABORATORIO DE NEUROPROTECAO E ESTRATEGIAS REGENERATIVAS,1
ARTODONTO,1
ESCOLA AGROTECNICA DE SUME,1
CLINICA DR ANDRE BORBA,1
SILESIAN UNIVERSITY OF TECHNOLOGY,1
SECRETARIA DE EDUCACAO E ESPORTE DOESTADO DE GOIAS,1
ANDREIA C. NEVES DURAES TREINAMENTOS,1
OFICIAL DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE RIFAINA (SP),1
ARTEDUCACAO PRODUCOES,1
GAMA CONSULTORIA,1
SECRETARIA DE ESTADO DA EDUCACAO CIENCIA E TECNOLOGIA,1
CENTRO EDUCACIONAL DA FUNDACAO SALVADOR ARENA,1
INSTITUTO BRASILEIRO DE TECNOLOGIA E REGULACAO,1
CLINICA VIDA,1
TULANE SCHOOL OF PUBLIC HEALTH AND TROPICAL MEDICINE,1
CONTROLADORIA-GERAL DA UNIAO NO ESTADO DO RIO GRANDE DO NORTE,1
UNIVERSITY OF LINCOLN,1
ESCOLA MORUMBI DE ALPHAVILLE,1
TRIBUNAL REGIONAL DO TRABALHO DA 18 REGIAO (GO),1
COLEGIO MILITAR DO CORPO DE BOMBEIROS DO ESTADO DO CEARA,1
INSTITUTO DE DESENVOLVIMENTO FLORESTAL E DA BIODIVERSIDADE DO PARA,1
CENTRO DE VIGILANCIA EPIDEMIOLOGICA,1
SUGARCANE TECHNOLOGY CENTER,1
PREFEITURA MUNICIPAL DE VARZEA GRANDE,1
INSTITUTO VERDELUZ,1
ESCOLA ESTADUAL ALFREDO INACIO TRINDADE,1
HOSPITAL UNIVERSITARIO MARIA APARECIDA PEDROSSIAN - UFMS,1
COORDENADORIA ESPECIAL DE VIGILANCIA AMBIENTAL EM SAUDE,1
UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA - CAMPUS CAMPO MOURAO,1
UNIVERSITY OF KENT,1
CHRITUS FACULDADE CHRISTUS,1
INSTITUTO DE PESQUISAS ENERGETICAS E NUCLEARES (CNEN/IPEN),1
QUANTUM DESIGN INTERNATIONAL,1
EMBRAPA-MILHO E SORGO,1
CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM SERVICOS E PROCESSOS INDUSTRIA,1
SECRETARIA MUNICIPAL DE EDUCACAO ESPORTE E LAZER,1
INSTITUTO DO CORACAO (INCOR HCFMUSP),1
SECRETARIA DA EDUCACAO DA BAHIA,1
COLEGIO ESTADUAL NOSSA SENHORA DA CONCEICAO,1
UNIVERSIDAD DEL PACIFICO,1
CERDEIRA ROCHA VENDITE E BARBOSA ADVOGADOS E CONSULTORES LEGAIS,1
NEOSMILE ODONTOLOGIA E ESTETICA FACIAL,1
CLINICARDIO - JAC METODOS DIAGNOSTICOS SS,1
ALUYSIO FONSECA ADMINISTRADORES ASSOCIADOS,1
NEWEN ENGENHARIA CONSULTIVA LTDA,1
CAINELLI DE ALMEIDA ADVOGADOS,1
ECIT ALICE CARNEIRO,1
